,cell_diameter,cell_length,doubling_h,growth_tmp,optimum_tmp,optimum_ph,genome_size,gc_content,coding_genes,rRNA16S_genes,tRNA_genes
Zotu3390,-0.2659,0.1267,0.7559,28.88,27.7,6.73,3420000,71.07,4431,2.195,48.2
Zotu33900,-0.3505,0.1512,0.9745,28.56,52.04,6.077,4220000,58.2,4002,1.412,47.99
Zotu33901,-0.1917,0.301,0.7789,29.86,30.34,7.192,5370000,56.93,3690,3.289,51.42
Zotu33903,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu33904,-0.09736,0.3789,0.7531,46.07,48.19,7.261,1140000,42.3,1130,2.226,43.97
Zotu33905,-0.4491,-0.05841,0.7559,28.07,26.13,6.933,3380000,70.88,4431,2.195,48.2
Zotu33907,-0.3505,0.1512,0.9745,28.56,52.04,6.077,4220000,58.2,4002,1.412,47.99
Zotu33908,-0.2484,0.1686,0.6168,35.62,33.48,7.041,4910000,62.52,4057,2.232,49.27
Zotu33909,-0.2232,0.194,0.6168,43.44,40.65,7.06,3630000,61.64,3777,2.166,49.16
Zotu3391,-0.2409,0.1459,0.941,54.08,52.1,7.131,4080000,57.82,3346,1.684,47.91
Zotu33911,-0.1503,0.2096,0.8366,46.44,47.96,6.759,9280000,51.56,2943,1.932,48.33
Zotu33914,-0.2409,0.1459,0.941,54.08,52.1,7.131,4080000,57.82,3346,1.684,47.91
Zotu33915,-0.3356,0.3669,0.7184,42.76,40.28,7,3590000,50.84,3194,2.111,48.76
Zotu33916,-0.09626,0.4132,0.8953,29.4,30.66,7.86,10700000,67.92,7465,2.645,57.6
Zotu33917,-0.2497,0.3291,0.63,48.27,49.75,7.055,2690000,55.92,2797,2.782,51.19
Zotu33918,-0.1072,0.1149,0.7559,21.68,21.54,7.861,4440000,70.84,4431,2.195,48.2
Zotu33919,-0.1995,0.1002,0.7559,31.08,31.84,7.026,6490000,68.78,5475,2.967,51.6
Zotu3392,-0.251,0.2404,0.7286,37.47,31.34,6.874,4100000,57.56,3526,1.571,47.87
Zotu33920,-0.1855,0.1459,0.9006,51.88,50.16,7.16,3820000,56.05,2978,1.788,48.15
Zotu33921,-0.2409,0.1459,0.941,54.08,52.1,7.131,4080000,57.82,3346,1.684,47.91
Zotu33922,-0.1007,0.1713,0.8099,27.84,29.4,6.982,5250000,64.11,4512,2.178,49.87
Zotu33923,-0.1252,0.1766,0.6168,29.95,29.84,7.384,6350000,61.64,3777,2.166,49.16
Zotu33924,-0.3356,0.3496,0.767,43.46,38.31,6.728,4180000,50.66,3118,1.903,47.56
Zotu33925,-0.2409,0.1459,0.941,53.38,51.32,7.134,4280000,57.17,3255,1.706,47.96
Zotu33926,-0.09736,0.3789,0.7531,46.07,48.19,7.261,2210000,49.94,1973,2.226,46.08
Zotu33927,-0.251,0.2404,0.7286,37.47,31.34,6.874,4100000,57.56,3526,1.571,47.87
Zotu33928,-0.09736,0.3789,0.7531,46.07,48.19,7.261,1140000,42.3,1130,2.226,43.97
Zotu33929,-0.1831,0.12,0.8099,28.86,30,7.224,3730000,64.03,4371,2.164,48.78
Zotu3393,-0.1067,0.1308,0.7286,28.71,31.09,6.123,5870000,57.43,2765,1.523,52.62
Zotu33930,-0.1067,0.1308,0.7286,28.71,31.09,6.123,5870000,57.43,2765,1.523,52.62
Zotu33931,-0.168,0.3901,0.9541,32.66,34.46,7.192,4730000,52.02,4251,2.282,46.3
Zotu33932,-0.4496,0.001278,0.3649,34.3,34.08,7.117,2090000,34.15,1816,3.768,45.03
Zotu33933,-0.4483,0.1591,0.3714,29.79,29.17,6.973,5670000,44.55,5771,3.71,54.77
Zotu33934,-0.05618,0.3035,1.178,37.53,38.55,7.167,4110000,54.62,3701,1.967,49.4
Zotu33935,-0.2724,0.1697,0.3441,30.89,31.46,7.142,3570000,58.86,3273,2.028,47.14
Zotu33936,0.08168,0.1908,0.9977,29.57,28.5,6.084,6990000,59.98,5311,2.103,58.59
Zotu33937,-0.1457,0.6069,0.8772,29.02,29.9,7.548,6700000,69.01,5631,2.491,52.14
Zotu33938,-0.1917,0.301,0.7789,29.86,30.34,7.192,5370000,56.93,3690,3.289,51.42
Zotu33939,-0.3169,0.1439,1.002,31.57,34.91,5.847,5340000,59.04,4002,1.412,47.99
Zotu3394,-0.1454,0.4097,0.8053,29.29,32.44,7.285,3930000,59.25,3489,1.489,45.52
Zotu33940,-0.1204,-0.01159,0.7286,34.7,26.77,7.482,5070000,63.21,4051,1.138,48.32
Zotu33941,-0.09626,0.4132,0.8953,29.4,30.66,7.86,10700000,67.92,7465,2.645,57.6
Zotu33942,-0.3505,0.1512,0.9745,41.94,52.04,6.077,4230000,59.04,4002,1.412,47.99
Zotu33944,-0.251,0.2404,0.7286,37.47,31.34,6.874,4100000,57.56,3526,1.571,47.87
Zotu33945,-0.04893,0.5687,0.8953,29.24,27.9,7.86,8680000,69.49,10400,3.671,70.55
Zotu33946,0.001002,0.07812,1.014,28.21,27.47,7.026,6520000,56.41,5315,1.541,56.17
Zotu33948,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu33949,-0.3192,0.4369,0.3714,29.75,29.56,6.873,5670000,44.55,5771,3.71,54.77
Zotu3395,-0.1168,0.3541,0.9008,36.6,33.82,7.699,2370000,44.66,2517,1.925,44.7
Zotu33951,-0.2422,0.1284,0.7286,33.76,33.63,6.915,3910000,52.67,2933,1.708,46.48
Zotu33952,-0.3875,0.2621,0.8624,35.54,40.11,6.617,5420000,59.02,4246,1.441,47.89
Zotu33953,-0.1503,0.2096,0.8366,51.88,51.56,7.186,3930000,55.8,2943,1.932,48.33
Zotu33954,-0.09987,0.2699,1.382,27.7,30.41,7.183,6.00E+06,62.35,5332,1.369,49.26
Zotu33955,-0.4307,0.5731,0.3262,27.44,29.94,7.293,5450000,42.63,4120,3.075,41.47
Zotu33957,-0.2484,0.1686,0.6168,35.62,33.48,7.041,4910000,62.52,4057,2.232,49.27
Zotu33958,-0.251,0.2404,0.7286,37.47,31.34,6.874,4300000,58.35,4051,1.895,50.78
Zotu3396,-0.3505,0.1512,0.9745,28.52,52.04,6.077,4220000,58.2,4002,1.412,47.99
Zotu33961,-0.2489,0.006891,0.4132,30.61,31.75,6.931,3510000,67.59,4005,2.164,48.09
Zotu33962,-0.156,0.1707,0.7559,28.62,30.39,7.085,9530000,70.85,5253,4.528,56.21
Zotu33963,-0.04893,0.5687,0.8953,29.24,27.9,7.86,8680000,69.49,10400,3.671,70.55
Zotu33964,-0.2127,0.1575,0.6168,45.25,44.25,7.216,3330000,61.66,3365,2.033,48.49
Zotu33965,-0.06175,0.3379,-0.02368,29.26,36.03,7.504,4660000,49.73,4353,7.94,93.15
Zotu33966,-0.2409,0.1459,0.941,54.08,52.1,7.131,4080000,57.81,3346,1.684,47.91
Zotu33967,-0.2409,0.1459,0.941,54.08,52.1,7.131,4080000,57.82,3346,1.684,47.91
